tourney_name,surface,draw_size,tourney_date,seed,name,hand,ht,age,rank,rank_points,score,best_of,round,minutes,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,result
Australian Open,Hard,128,20160118,,Lukas Rosol,R,196,30.48596851,51,827,6-2 6-3 7-6,5,R32,115,2,6,96,52,36,20,15,6,10,L
Australian Open,Hard,128,20160118,31,Steve Johnson,R,188,26.06707734,32,1240,6-1 6-4 6-4,5,R32,105,5,4,85,53,27,21,13,5,9,L
Australian Open,Hard,128,20160118,18,Feliciano Lopez,L,188,34.32717317,19,1690,6-7 7-6 6-2 6-4,5,R32,173,18,8,143,89,63,31,22,4,7,L
Australian Open,Hard,128,20160118,,John Millman,R,183,26.59548255,95,611,6-4 7-6 6-2,5,R32,128,8,1,101,67,46,12,15,7,12,L
Australian Open,Hard,128,20160118,32,Joao Sousa,R,,26.80355921,33,1191,6-2 3-6 6-2 6-2,5,R32,158,4,2,109,73,48,12,16,3,9,L
Australian Open,Hard,128,20160118,14,Gilles Simon,R,183,31.05817933,15,2145,6-3 6-7 6-4 4-6 6-3,5,R16,272,2,4,192,126,87,24,25,19,25,L
Australian Open,Hard,128,20160118,9,Jo Wilfried Tsonga,R,188,30.75427789,10,2725,6-4 6-2 6-4,5,R16,122,13,8,90,54,34,17,14,7,12,L
Australian Open,Hard,128,20160118,15,David Goffin,R,163,25.11430527,16,1835,6-2 6-1 6-4,5,R16,88,5,2,83,55,36,8,12,7,13,L
Australian Open,Hard,128,20160118,24,Roberto Bautista Agut,R,,27.76180698,21,1640,4-6 6-4 6-3 1-6 6-3,5,R16,198,6,0,151,101,66,31,22,18,22,L
Australian Open,Hard,128,20160118,,Andrey Kuznetsov,R,185,24.90349076,74,693,7-5 3-6 6-3 7-6,5,R16,157,0,6,133,78,58,26,21,4,7,L
Australian Open,Hard,128,20160118,4,Stanislas Wawrinka,R,183,30.80903491,4,6865,6-4 6-3 5-7 4-6 6-3,5,R16,224,9,9,171,99,70,37,25,10,15,L
Australian Open,Hard,128,20160118,10,John Isner,R,206,30.72963723,11,2495,6-4 6-4 7-5,5,R16,124,18,4,95,71,51,9,16,3,6,L
Australian Open,Hard,128,20160118,16,Bernard Tomic,R,193,23.24161533,17,1720,6-4 6-4 7-6,5,R16,150,10,2,119,77,48,14,16,7,13,L
Australian Open,Hard,128,20160118,7,Kei Nishikori,R,178,26.05338809,7,4235,6-3 6-2 6-4,5,QF,127,9,4,84,49,29,14,13,5,11,L
Australian Open,Hard,128,20160118,6,Tomas Berdych,R,196,30.33538672,6,4560,7-6 6-2 6-4,5,QF,136,9,5,111,60,41,24,15,5,10,L
Australian Open,Hard,128,20160118,23,Gael Monfils,R,193,29.3798768,25,1485,6-3 3-6 6-3 6-4,5,QF,137,14,6,107,65,51,21,18,5,8,L
Australian Open,Hard,128,20160118,8,David Ferrer,R,175,33.79603012,8,4145,6-3 6-7 6-2 6-3,5,QF,200,0,2,119,77,48,21,19,7,13,L
Australian Open,Hard,128,20160118,3,Roger Federer,R,185,34.44490075,3,8165,6-1 6-2 3-6 6-3,5,SF,139,5,1,100,57,35,21,16,4,9,L
Australian Open,Hard,128,20160118,13,Milos Raonic,R,196,25.05954825,14,2270,4-6 7-5 6-7 6-4 6-2,5,SF,243,23,8,172,115,88,25,26,12,16,L
Australian Open,Hard,128,20160118,2,Andy Murray,R,190,28.678987,2,8945,6-1 7-5 7-6,5,F,173,12,5,111,71,48,14,16,7,12,L
Montpellier,Hard,32,20160201,,Paul Henri Mathieu,R,185,34.05338809,93,609,7-5 6-4,3,F,108,4,1,68,38,25,12,11,3,7,L
Montpellier,Hard,32,20160201,,Dustin Brown,R,196,31.14852841,133,458,1-6 6-4 6-3,3,SF,99,17,4,78,54,34,11,13,6,10,L
Montpellier,Hard,32,20160201,,Alexander Zverev,R,,18.78439425,85,651,7-6(11) 7-5,3,SF,114,15,0,74,59,45,7,12,1,4,L
Montpellier,Hard,32,20160201,8,Marcos Baghdatis,R,183,30.6255989,53,814,6-4 6-4,3,QF,86,3,1,62,38,27,12,10,1,4,L
Montpellier,Hard,32,20160201,,Ruben Bemelmans,L,,28.04928131,107,524,6-3 6-3,3,QF,57,1,1,56,39,23,7,9,6,10,L
Montpellier,Hard,32,20160201,,John Millman,R,183,26.63381246,78,701,7-6(5) 5-7 6-3,3,QF,140,6,2,102,70,51,18,16,2,4,L
Montpellier,Hard,32,20160201,,Michael Berrer,L,193,35.58658453,121,487,6-7(2) 6-2 7-5,3,QF,163,4,1,123,87,55,18,16,8,13,L
Montpellier,Hard,32,20160201,,Ernests Gulbis,R,190,27.42231348,82,661,6-4 6-4,3,R16,73,9,1,58,40,29,8,10,1,3,L
Montpellier,Hard,32,20160201,,Taro Daniel,R,,23.01163587,97,603,6-2 7-6(7),3,R16,99,1,1,74,49,34,10,10,4,7,L
Montpellier,Hard,32,20160201,3,Gilles Simon,R,183,31.09650924,15,2235,6-4 6-4,3,R16,64,1,0,63,42,27,13,10,4,6,L
Montpellier,Hard,32,20160201,,Jan Lennard Struff,R,,25.77138946,108,522,6-4 6-7(5) 6-3,3,R16,128,14,1,93,58,48,15,15,6,8,L
Montpellier,Hard,32,20160201,,Edouard Roger Vasselin,R,188,32.1779603,136,454,4-6 6-1 6-4,3,R16,105,5,3,82,54,32,13,13,4,9,L
Montpellier,Hard,32,20160201,4,Benoit Paire,R,196,26.73511294,21,1686,6-3 6-3,3,R16,68,3,3,61,29,16,16,9,5,9,L
Montpellier,Hard,32,20160201,,Kenny De Schepper,L,203,28.678987,156,376,6-3 6-4,3,R16,79,6,2,60,42,28,7,9,5,8,L
Montpellier,Hard,32,20160201,2,Marin Cilic,R,198,27.34291581,13,2495,7-6(4) 7-6(1),3,R16,110,9,1,74,43,29,21,12,1,3,L
Montpellier,Hard,32,20160201,,Quentin Halys,R,,19.26625599,171,316,6-4 6-3,3,R32,68,5,1,55,39,28,8,9,3,5,L
Montpellier,Hard,32,20160201,,Denis Istomin,R,188,29.4017796,61,781,6-2 6-2,3,R32,55,2,0,53,38,22,5,8,2,6,L
Montpellier,Hard,32,20160201,,Lukas Lacko,R,185,28.24640657,109,522,7-5 7-5,3,R32,97,0,1,79,50,30,15,12,4,8,L
Montpellier,Hard,32,20160201,,Steve Darcis,R,178,31.88774812,106,532,7-5 7-5,3,R32,89,2,5,73,46,29,14,12,5,8,L
Montpellier,Hard,32,20160201,,Nicolas Mahut,R,190,34.02874743,54,812,6-3 7-5,3,R32,86,5,4,69,42,29,10,10,7,10,L
Montpellier,Hard,32,20160201,6,Joao Sousa,R,,26.84188912,33,1191,6-4 3-6 6-4,3,R32,113,5,6,79,49,38,11,15,0,4,L
Montpellier,Hard,32,20160201,5,Gael Monfils,R,193,29.41820671,17,1800,6-4 7-6(5),3,R32,94,10,2,82,52,34,13,11,2,5,L
Montpellier,Hard,32,20160201,,Julien Benneteau,R,185,34.11635866,693,38,6-3 6-0,3,R32,63,3,2,48,32,17,7,7,5,9,L
Montpellier,Hard,32,20160201,,Elias Ymer,R,,19.8110883,155,376,6-1 6-4,3,R32,78,4,1,49,31,19,8,8,2,5,L
Montpellier,Hard,32,20160201,7,Borna Coric,R,,19.21423682,38,1066,7-6(5) 6-2,3,R32,79,7,3,67,45,32,6,10,7,10,L
Montpellier,Hard,32,20160201,,Nikoloz Basilashvili,R,,23.93976728,116,503,4-6 7-6(4) 6-3,3,R32,121,3,4,105,69,49,17,15,12,14,L
Montpellier,Hard,32,20160201,,Luca Vanni,R,,30.66119097,103,560,6-7(3) 6-4 7-5,3,R32,143,12,2,100,54,48,20,17,2,5,L
Quito,Clay,32,20160201,3,Thomaz Bellucci,L,188,28.09034908,35,1140,4-6 7-6(5) 6-2,3,F,122,,,,,,,,,,L
Quito,Clay,32,20160201,6,Paolo Lorenzi,R,183,34.13004791,59,786,3-6 6-2 6-3,3,SF,114,8,2,89,49,33,18,13,10,14,L
Quito,Clay,32,20160201,7,Albert Ramos,L,188,28.04106776,55,808,6-2 7-6(5),3,SF,84,3,3,68,42,28,12,10,2,5,L
Quito,Clay,32,20160201,1,Bernard Tomic,R,193,23.27994524,20,1720,6-7(5) 7-5 6-3,3,QF,128,8,4,103,65,53,18,16,2,4,L
Quito,Clay,32,20160201,8,Pablo Carreno Busta,R,,24.55852156,67,734,7-6(0) 4-6 6-2,3,QF,127,6,5,111,63,39,24,15,10,14,L
Quito,Clay,32,20160201,,Renzo Olivo,R,,23.88227242,158,366,6-4 6-7(5) 6-4,3,QF,135,8,8,100,58,43,26,16,4,7,L
Quito,Clay,32,20160201,2,Feliciano Lopez,L,188,34.36550308,22,1600,7-5 4-3 RET,3,QF,88,11,4,76,37,25,20,10,6,9,L
Quito,Clay,32,20160201,,Roberto Carballes Baena,R,,22.86105407,129,474,6-3 2-6 6-4,3,R16,97,14,4,84,43,31,19,13,5,9,L
Quito,Clay,32,20160201,,Alejandro Falla,L,185,32.21629021,126,481,6-3 6-2,3,R16,66,4,0,49,32,20,6,8,2,6,L
Quito,Clay,32,20160201,,Albert Montanes,R,175,35.18138261,114,507,6-2 6-4,3,R16,60,3,4,57,31,19,13,9,4,8,L
Quito,Clay,32,20160201,,Inigo Cervantes Huegun,R,,26.17111567,76,705,6-7(5) 7-6(2) 6-2,3,R16,134,15,14,114,47,38,32,16,6,10,L
Quito,Clay,32,20160201,,Andrej Martin,R,180,26.36550308,141,421,7-5 6-1,3,R16,71,0,2,52,32,17,11,9,1,4,L
Quito,Clay,32,20160201,4,Fernando Verdasco,L,188,32.21355236,47,855,7-6(5) 3-6 6-3,3,R16,117,6,9,89,53,39,16,15,5,9,L
Quito,Clay,32,20160201,,Rajeev Ram,R,193,31.87405886,81,662,6-7(5) 6-3 7-5,3,R16,140,16,6,89,50,41,23,16,2,5,L
Quito,Clay,32,20160201,,Joao Souza,R,193,27.68240931,154,386,4-6 7-6(5) 6-2,3,R16,118,15,2,85,49,43,20,15,1,3,L
Quito,Clay,32,20160201,,Austin Krajicek,L,,25.62902122,95,608,6-4 6-3,3,R32,72,8,3,66,41,30,9,10,3,6,L
Quito,Clay,32,20160201,,Giovanni Lapentti,R,193,33.01848049,222,239,6-2 6-3,3,R32,73,5,7,65,42,20,11,8,7,11,L
Quito,Clay,32,20160201,,Gonzalo Escobar,L,,27.03080082,364,126,6-1 6-2,3,R32,92,4,5,54,39,23,5,7,6,10,L
Quito,Clay,32,20160201,,Jozef Kovalik,R,,23.24161533,217,242,6-3 3-6 6-4,3,R32,108,6,8,85,57,43,13,14,7,10,L
Quito,Clay,32,20160201,,Pere Riba,R,183,27.81930185,228,236,6-7(6) 6-4 6-3,3,R32,123,14,8,101,51,43,20,16,6,10,L
Quito,Clay,32,20160201,,Rogerio Dutra Silva,R,178,31.9945243,115,505,6-3 6-1,3,R32,57,3,4,50,26,13,12,8,2,6,L
Quito,Clay,32,20160201,,Guido Pella,L,,25.71115674,68,730,6-4 6-4,3,R32,76,6,4,64,44,34,8,10,6,8,L
Quito,Clay,32,20160201,,Marcel Granollers,R,190,29.80698152,83,661,7-6(7) 6-2,3,R32,104,2,2,77,37,23,18,10,8,13,L
Quito,Clay,32,20160201,,Alejandro Gonzalez,R,,26.98151951,151,392,6-7(1) 6-3 6-3,3,R32,143,5,4,99,61,42,19,15,6,10,L
Quito,Clay,32,20160201,,Dusan Lajovic,R,180,25.59069131,74,713,6-4 7-6(7),3,R32,90,5,5,71,41,37,14,11,0,1,L
Quito,Clay,32,20160201,,Horacio Zeballos,L,188,30.7652293,118,500,6-4 7-6(6),3,R32,82,4,3,66,36,29,18,11,0,1,L
Quito,Clay,32,20160201,,Facundo Arguello,R,,23.4934976,137,440,6-3 7-6(7),3,R32,91,2,1,62,41,29,13,10,1,2,L
Sofia,Hard,32,20160201,2,Viktor Troicki,R,193,29.97399042,25,1475,6-3 6-4,3,F,82,4,1,65,38,20,16,9,1,4,L
Sofia,Hard,32,20160201,6,Gilles Muller,L,193,32.73374401,42,970,7-6(5) 6-4,3,SF,95,9,2,77,47,39,14,11,6,7,L
Sofia,Hard,32,20160201,7,Martin Klizan,L,190,26.55989049,44,920,4-6 6-3 7-5,3,SF,143,4,9,108,64,46,13,15,16,21,L
Sofia,Hard,32,20160201,8,Adrian Mannarino,L,183,27.59206023,49,845,6-4 6-3,3,QF,68,3,2,51,31,22,12,9,3,5,L
Sofia,Hard,32,20160201,3,Guillermo Garcia Lopez,R,188,32.66255989,27,1340,7-6(6) 6-4,3,QF,92,3,4,77,35,22,22,11,6,9,L
Sofia,Hard,32,20160201,4,Andreas Seppi,R,190,31.94524298,31,1200,6-4 6-3,3,QF,81,4,4,53,28,22,10,9,0,3,L
Sofia,Hard,32,20160201,5,Philipp Kohlschreiber,R,178,32.29568789,34,1150,6-3 6-4,3,QF,73,2,2,60,40,28,10,9,6,8,L
Sofia,Hard,32,20160201,,Filip Krajinovic,R,185,23.92881588,101,574,W/O,3,R16,0,,,,,,,,,,L
Sofia,Hard,32,20160201,,Marius Copil,R,193,25.29226557,214,244,6-4 6-7(5) 6-3,3,R16,122,11,8,91,48,41,21,15,0,2,L
Sofia,Hard,32,20160201,,Mirza Basic,R,,24.55852156,119,496,6-3 6-4,3,R16,79,3,1,66,35,25,15,9,5,7,L
Sofia,Hard,32,20160201,,Ricardas Berankis,R,175,25.61533196,96,606,7-5 7-6(4),3,R16,109,3,6,90,45,34,20,12,10,12,L
Sofia,Hard,32,20160201,,Lukas Rosol,R,196,30.52429843,46,872,6-3 2-6 7-6(4),3,R16,124,8,1,91,53,39,19,14,4,6,L
Sofia,Hard,32,20160201,,Thiemo De Bakker,R,193,27.36755647,94,609,6-2 6-1,3,R16,57,5,2,52,29,19,5,8,2,7,L
Sofia,Hard,32,20160201,,Damir Dzumhur,R,172,23.70157426,79,698,6-1 4-6 6-3,3,R16,90,1,1,86,51,32,17,13,10,14,L
Sofia,Hard,32,20160201,,Daniel Brands,R,196,28.54483231,134,455,6-4 6-3,3,R16,65,7,1,61,43,26,11,9,3,5,L
Sofia,Hard,32,20160201,,Marsel Ilhan,R,190,28.64339494,113,516,6-3 3-6 6-4,3,R32,95,6,6,77,42,32,13,14,4,9,L
Sofia,Hard,32,20160201,,Hyeon Chung,R,,19.70431212,56,802,6-2 6-3,3,R32,60,1,2,51,33,19,9,8,4,7,L
Sofia,Hard,32,20160201,,Evgeny Donskoy,R,185,25.73305955,84,657,6-2 7-5,3,R32,83,4,1,62,39,25,11,10,4,7,L
Sofia,Hard,32,20160201,,Yuki Bhambri,R,183,23.57837098,100,585,6-3 7-6(4),3,R32,85,3,5,68,41,25,12,10,5,9,L
Sofia,Hard,32,20160201,,Dimitar Kuzmanov,R,,22.51334702,287,177,6-3 2-6 6-3,3,R32,110,1,5,79,44,27,17,13,7,11,L
Sofia,Hard,32,20160201,,Malek Jaziri,R,185,32.03285421,122,486,6-3 6-2,3,R32,61,1,3,47,22,13,14,8,1,4,L
Sofia,Hard,32,20160201,,Alexander Lazov,U,,25.56605065,438,95,6-3 6-0,3,R32,59,1,2,54,36,20,1,8,5,11,L
Sofia,Hard,32,20160201,,Robin Haase,R,190,28.82409309,65,762,3-6 6-3 6-4,3,R32,107,7,1,94,56,36,21,14,5,8,L
Sofia,Hard,32,20160201,,Matthew Ebden,R,188,28.183436,104,545,6-4 6-1,3,R32,60,4,3,69,40,22,10,9,3,8,L
Sofia,Hard,32,20160201,,Sergiy Stakhovsky,R,193,30.0698152,66,745,6-2 6-2,3,R32,69,4,3,58,33,14,9,8,6,12,L
Sofia,Hard,32,20160201,,Jiri Vesely,L,,22.56262834,51,840,6-3 3-6 6-3,3,R32,94,8,4,72,36,27,20,13,4,7,L
Sofia,Hard,32,20160201,,Thomas Fabbiano,R,,26.68583162,145,411,7-6(5) 6-3,3,R32,98,3,6,86,49,31,15,10,6,9,L
Buenos Aires,Clay,32,20160208,,Nicolas Almagro,R,183,30.46680356,72,729,7-6(2) 3-6 7-6(4),3,F,148,8,0,112,67,53,20,16,2,3,L
Buenos Aires,Clay,32,20160208,1,Rafael Nadal,L,185,29.68377823,5,4880,6-4 4-6 7-6(4),3,SF,170,2,3,107,75,53,15,16,5,8,L
Buenos Aires,Clay,32,20160208,2,David Ferrer,R,175,33.85352498,6,4325,6-4 7-5,3,SF,111,1,2,74,45,28,19,11,5,7,L
Buenos Aires,Clay,32,20160208,,Paolo Lorenzi,R,183,34.14921287,52,831,7-6(3) 6-2,3,QF,111,5,1,63,33,25,10,10,2,5,L
Buenos Aires,Clay,32,20160208,,Dusan Lajovic,R,180,25.60985626,79,688,6-4 6-2,3,QF,79,3,0,67,36,21,17,9,5,8,L
Buenos Aires,Clay,32,20160208,3,Jo Wilfried Tsonga,R,188,30.81177276,9,2905,6-2 7-5,3,QF,73,2,4,60,36,25,11,10,1,4,L
Buenos Aires,Clay,32,20160208,8,Pablo Cuevas,R,180,30.1026694,35,1100,6-4 1-6 6-3,3,QF,139,5,1,88,51,35,20,13,9,12,L
Buenos Aires,Clay,32,20160208,,Juan Monaco,R,185,31.86310746,55,800,6-4 6-4,3,R16,98,1,0,57,47,21,8,10,3,8,L
Buenos Aires,Clay,32,20160208,,Diego Sebastian Schwartzman,R,,23.47980835,89,621,4-6 6-3 6-1,3,R16,123,0,4,92,57,33,13,13,10,17,L
Buenos Aires,Clay,32,20160208,4,John Isner,R,206,30.7871321,12,2585,7-6(10) 4-6 7-6(6),3,R16,140,15,2,102,72,64,17,17,0,0,L
Buenos Aires,Clay,32,20160208,,Gastao Elias,R,178,25.2073922,142,418,3-6 7-6(7) 6-3,3,R16,129,6,5,101,51,35,30,14,5,7,L
Buenos Aires,Clay,32,20160208,,Federico Delbonis,L,190,25.34428474,45,895,6-3 4-6 6-4,3,R16,133,1,4,99,60,41,19,14,11,14,L
Buenos Aires,Clay,32,20160208,,Leonardo Mayer,R,188,28.73648186,37,1070,6-1 6-2,3,R16,59,0,0,39,26,13,6,7,2,6,L
Buenos Aires,Clay,32,20160208,,Santiago Giraldo,R,188,28.19986311,73,723,6-4 6-2,3,R16,85,2,1,67,37,23,12,9,5,9,L
Buenos Aires,Clay,32,20160208,,Renzo Olivo,R,,23.90143737,151,391,6-2 6-2,3,R16,72,6,7,53,29,17,9,8,2,6,L
Buenos Aires,Clay,32,20160208,,Marco Cecchinato,R,,23.35660507,92,613,6-1 6-3,3,R32,64,0,4,52,31,13,12,8,1,5,L
Buenos Aires,Clay,32,20160208,,Pablo Andujar,R,180,30.04243669,60,770,2-6 7-5 6-2,3,R32,147,2,7,110,70,36,19,14,12,19,L
Buenos Aires,Clay,32,20160208,7,Alexandr Dolgopolov,R,180,27.25256674,31,1195,5-7 6-4 6-3,3,R32,129,15,3,107,57,43,24,16,5,9,L
Buenos Aires,Clay,32,20160208,,Facundo Arguello,R,,23.51266256,138,440,7-6(7) 6-3,3,R32,94,0,5,82,52,37,11,11,3,6,L
Buenos Aires,Clay,32,20160208,,Daniel Munoz De La Nava,L,,34.02600958,74,720,4-6 6-4 6-1,3,R32,134,3,10,84,40,29,20,13,6,10,L
Buenos Aires,Clay,32,20160208,,Pablo Carreno Busta,R,,24.57768652,64,759,6-0 3-6 6-3,3,R32,80,2,1,61,43,27,9,12,4,9,L
Buenos Aires,Clay,32,20160208,6,Fabio Fognini,R,178,28.7118412,24,1515,6-7(4) 6-4 6-4,3,R32,149,1,8,112,68,42,22,16,5,10,L
Buenos Aires,Clay,32,20160208,,Albert Montanes,R,175,35.20054757,125,482,6-3 6-3,3,R32,66,3,1,55,36,20,10,9,2,5,L
Buenos Aires,Clay,32,20160208,,Guido Pella,L,,25.7303217,71,730,2-6 6-3 6-3,3,R32,123,2,2,92,61,37,14,13,8,12,L
Buenos Aires,Clay,32,20160208,,Albert Ramos,L,188,28.06023272,46,878,7-5 6-2,3,R32,93,2,4,66,34,23,12,10,3,7,L
Buenos Aires,Clay,32,20160208,,Inigo Cervantes Huegun,R,,26.19028063,75,717,6-1 7-5,3,R32,87,2,7,69,29,14,20,10,7,12,L
Buenos Aires,Clay,32,20160208,,Facundo Bagnis,L,,25.94661191,97,589,7-6(9) 7-5,3,R32,132,4,4,77,44,27,18,12,3,7,L
Memphis,Hard,32,20160208,,Taylor Harry Fritz,R,,18.28062971,145,414,6-4 6-4,3,F,79,9,1,68,39,28,13,10,11,14,L
Memphis,Hard,32,20160208,4,Sam Querrey,R,198,28.3394935,58,785,3-6 6-3 6-3,3,SF,102,12,3,88,58,43,14,14,8,11,L
Memphis,Hard,32,20160208,,Ricardas Berankis,R,175,25.63449692,102,581,2-6 6-3 6-4,3,SF,100,12,4,75,50,38,7,13,3,8,L
Memphis,Hard,32,20160208,,Mikhail Kukushkin,R,183,28.12046543,93,612,6-2 6-4,3,QF,91,2,3,65,38,26,10,9,9,12,L
Memphis,Hard,32,20160208,,Yoshihito Nishioka,L,,20.36687201,130,471,6-3 6-4,3,QF,72,1,2,50,32,22,11,9,3,5,L
Memphis,Hard,32,20160208,3,Donald Young,L,183,26.54620123,48,847,7-6(3) 6-1,3,QF,80,3,1,60,36,27,8,9,2,5,L
Memphis,Hard,32,20160208,,Benjamin Becker,R,178,34.64750171,107,525,6-4 5-7 7-6(5),3,QF,140,9,1,103,69,52,13,17,2,7,L
Memphis,Hard,32,20160208,,Ryan Harrison,R,183,23.75633128,124,483,6-2 7-5,3,R16,81,8,1,58,43,27,6,10,3,7,L
Memphis,Hard,32,20160208,5,Denis Kudla,R,180,23.4770705,59,772,6-1 7-5,3,R16,81,8,3,72,42,28,8,10,5,10,L
Memphis,Hard,32,20160208,,Henri Laaksonen,R,,23.85763176,188,279,6-3 6-4,3,R16,52,3,3,48,30,22,9,9,4,7,L
Memphis,Hard,32,20160208,,Illya Marchenko,R,185,28.41889117,82,658,6-1 6-3,3,R16,71,2,1,60,35,22,8,8,7,11,L
Memphis,Hard,32,20160208,8,Damir Dzumhur,R,172,23.72073922,78,698,6-3 6-4,3,R16,83,2,2,76,49,29,12,10,7,11,L
Memphis,Hard,32,20160208,,Marcel Granollers,R,190,29.82614648,98,588,6-1 7-6(2),3,R16,85,3,0,59,35,18,13,9,7,11,L
Memphis,Hard,32,20160208,7,John Millman,R,183,26.65297741,66,746,6-2 7-6(6),3,R16,80,1,1,64,46,27,10,10,4,7,L
Memphis,Hard,32,20160208,2,Steve Johnson,R,188,26.12457221,29,1240,7-6(5) 7-6(7),3,R16,116,12,1,81,51,39,14,12,2,4,L
Memphis,Hard,32,20160208,,Francis Tiafoe,R,,18.05065024,176,309,6-7(0) 7-6(8) 6-4,3,R32,150,3,1,109,67,46,27,17,4,8,L
Memphis,Hard,32,20160208,,Luca Vanni,R,,30.68035592,103,560,6-4 7-6(4),3,R32,87,7,2,63,36,29,16,11,0,1,L
Memphis,Hard,32,20160208,,Rajeev Ram,R,193,31.89322382,88,622,6-4 6-2,3,R32,56,3,1,54,34,26,7,9,2,5,L
Memphis,Hard,32,20160208,,Matthew Ebden,R,188,28.20260096,105,542,6-1 3-0 RET,3,R32,40,0,4,40,22,10,6,5,3,7,L
Memphis,Hard,32,20160208,,Jared Donaldson,R,,19.33196441,159,366,6-3 6-4,3,R32,90,4,0,71,53,34,8,10,4,7,L
Memphis,Hard,32,20160208,6,Samuel Groth,R,,28.30663929,77,702,7-6(4) 7-6(2),3,R32,113,15,5,89,59,46,15,12,4,4,L
Memphis,Hard,32,20160208,,Tim Smyczek,R,175,28.10951403,128,478,6-3 4-6 6-3,3,R32,107,1,2,88,66,36,10,14,2,8,L
Memphis,Hard,32,20160208,,Dudi Sela,R,175,30.84736482,91,613,6-7(5) 6-2 7-5,3,R32,130,2,5,113,61,41,25,16,5,10,L
Memphis,Hard,32,20160208,,Malek Jaziri,R,185,32.05201917,120,486,6-1 6-3,3,R32,64,0,3,42,19,10,7,8,1,6,L
Memphis,Hard,32,20160208,,Austin Krajicek,L,,25.64818617,95,608,6-3 6-7(3) 7-5,3,R32,162,11,5,108,56,40,26,16,8,12,L
Memphis,Hard,32,20160208,,Tommy Paul,R,,18.72963723,251,215,6-4 3-6 6-3,3,R32,105,5,1,94,57,32,22,14,7,11,L
Memphis,Hard,32,20160208,,Michael Mmoh,R,,18.07802875,387,113,6-3 6-4,3,R32,72,1,3,53,37,24,9,9,4,6,L
Rotterdam,Hard,32,20160208,5,Gael Monfils,R,193,29.43737166,18,1800,6-7(1) 6-3 6-1,3,F,119,12,3,99,62,42,14,14,11,16,L
Rotterdam,Hard,32,20160208,,Nicolas Mahut,R,190,34.04791239,54,812,6-7(3) 7-6(7) 6-2,3,SF,165,16,3,102,68,55,15,16,6,9,L
Rotterdam,Hard,32,20160208,,Philipp Kohlschreiber,R,178,32.31485284,32,1150,6-3 6-2,3,SF,76,1,1,53,26,20,9,8,2,5,L
Rotterdam,Hard,32,20160208,8,Viktor Troicki,R,193,29.99315537,22,1580,6-2 6-1,3,QF,71,5,0,56,34,17,10,7,5,9,L
Rotterdam,Hard,32,20160208,6,Roberto Bautista Agut,R,,27.81930185,17,1935,6-7(5) 7-6(6) 6-0,3,QF,163,5,5,125,92,65,12,15,7,12,L
Rotterdam,Hard,32,20160208,,Alexander Zverev,R,,18.80355921,70,733,7-6(4) 6-3,3,QF,94,4,4,75,49,36,11,10,4,6,L
Rotterdam,Hard,32,20160208,2,Marin Cilic,R,198,27.36208077,13,2495,3-6 6-3 6-4,3,QF,129,15,4,101,56,40,22,14,7,9,L
Rotterdam,Hard,32,20160208,,Jeremy Chardy,R,188,28.98836413,28,1255,7-5 6-2,3,R16,85,9,3,53,34,28,7,10,1,4,L
Rotterdam,Hard,32,20160208,,Hyeon Chung,R,,19.72347707,69,738,7-6(5) 6-2,3,R16,90,0,1,61,43,26,9,10,1,4,L
Rotterdam,Hard,32,20160208,,Marcos Baghdatis,R,183,30.64476386,61,769,6-3 6-2,3,R16,69,4,1,50,31,14,8,8,3,8,L
Rotterdam,Hard,32,20160208,,Jiri Vesely,L,,22.58179329,51,840,4-6 6-2 6-4,3,R16,124,6,2,81,45,27,21,14,2,7,L
Rotterdam,Hard,32,20160208,,Borna Coric,R,,19.23340178,38,1066,6-3 5-7 6-2,3,R16,116,3,3,84,58,35,14,14,4,9,L
Rotterdam,Hard,32,20160208,3,Gilles Simon,R,183,31.1156742,15,2235,7-5 3-6 7-6(4),3,R16,175,5,4,118,73,51,23,17,3,6,L
Rotterdam,Hard,32,20160208,,Ivan Dodig,R,183,31.09924709,87,623,6-4 6-2,3,R16,69,3,0,46,25,18,8,9,1,5,L
Rotterdam,Hard,32,20160208,,Gilles Muller,L,193,32.75290897,40,1015,7-6(2) 7-6(7),3,R16,120,9,2,88,50,40,21,12,5,5,L
Rotterdam,Hard,32,20160208,,Evgeny Donskoy,R,185,25.7522245,83,657,6-7(9) 6-4 7-6(8),3,R32,140,3,1,120,82,60,18,17,3,5,L
Rotterdam,Hard,32,20160208,,Teymuraz Gabashvili,R,188,30.71321013,44,918,6-4 7-6(4),3,R32,110,3,3,77,41,26,22,11,3,5,L
Rotterdam,Hard,32,20160208,,Guillermo Garcia Lopez,R,188,32.68172485,34,1135,5-7 6-4 6-4,3,R32,162,5,3,125,81,50,18,16,15,21,L
Rotterdam,Hard,32,20160208,,Andrey Kuznetsov,R,185,24.96098563,53,828,4-6 7-6(2) 6-3,3,R32,125,8,6,110,64,49,20,16,3,6,L
Rotterdam,Hard,32,20160208,4,David Goffin,R,163,25.17180014,16,1970,6-1 5-7 7-6(5),3,R32,140,7,1,100,59,40,22,15,8,11,L
Rotterdam,Hard,32,20160208,,Tommy Robredo,R,180,33.77412731,39,1035,6-2 6-7(5) 6-3,3,R32,125,5,1,88,49,36,19,14,2,5,L
