tourney_name,surface,draw_size,tourney_date,seed,name,hand,ht,age,rank,rank_points,score,best_of,round,minutes,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,result
Brisbane,Hard,32,20160104,4,Milos Raonic,R,196,25.02121834,14,2170,6-4 6-4,3,F,87,6,6,60,34,28,14,10,1,1,W
Brisbane,Hard,32,20160104,1,Roger Federer,R,185,34.40657084,3,8265,6-1 6-4,3,SF,60,6,0,49,27,23,12,9,0,1,W
Brisbane,Hard,32,20160104,4,Milos Raonic,R,196,25.02121834,14,2170,7-6(5) 7-6(5),3,SF,107,13,3,79,49,40,19,12,4,4,W
Brisbane,Hard,32,20160104,1,Roger Federer,R,185,34.40657084,3,8265,6-4 6-7(4) 6-4,3,QF,127,7,1,83,52,45,19,16,0,1,W
Brisbane,Hard,32,20160104,8,Dominic Thiem,R,,22.33538672,20,1600,2-6 7-6(4) 6-4,3,QF,119,6,0,84,55,41,20,15,0,2,W
Brisbane,Hard,32,20160104,4,Milos Raonic,R,196,25.02121834,14,2170,6-4 6-4,3,QF,76,12,4,52,29,27,12,10,0,1,W
Brisbane,Hard,32,20160104,7,Bernard Tomic,R,193,23.20328542,18,1675,6-3 1-6 6-3,3,QF,119,14,1,97,62,45,13,13,8,11,W
Brisbane,Hard,32,20160104,1,Roger Federer,R,185,34.40657084,3,8265,6-2 6-1,3,R16,55,2,1,40,22,18,12,7,1,1,W
Brisbane,Hard,32,20160104,,Grigor Dimitrov,R,188,24.63791923,28,1360,5-7 7-6(6) 6-2,3,R16,167,9,4,117,70,51,25,16,5,7,W
Brisbane,Hard,32,20160104,3,Marin Cilic,R,198,27.26625599,13,2405,7-5 7-6(3),3,R16,106,18,3,77,44,37,16,12,4,6,W
Brisbane,Hard,32,20160104,8,Dominic Thiem,R,,22.33538672,20,1600,6-3 6-2,3,R16,56,7,1,45,33,28,8,9,0,0,W
Brisbane,Hard,32,20160104,,Lucas Pouille,R,,21.86173854,78,672,7-6(5) 4-6 6-3,3,R16,122,13,4,106,57,45,24,15,9,11,W
Brisbane,Hard,32,20160104,4,Milos Raonic,R,196,25.02121834,14,2170,6-7(2) 6-1 6-4,3,R16,145,17,5,106,62,51,23,15,3,3,W
Brisbane,Hard,32,20160104,7,Bernard Tomic,R,193,23.20328542,18,1675,7-6(6) 4-6 7-6(4),3,R16,157,19,1,114,78,56,17,17,3,6,W
Brisbane,Hard,32,20160104,2,Kei Nishikori,R,178,26.01505818,8,4235,6-3 6-4,3,R16,89,5,2,61,40,29,13,10,5,6,W
Brisbane,Hard,32,20160104,,Tobias Kamke,R,180,29.62354552,277,185,6-2 6-4,3,R32,79,1,0,59,36,29,13,9,0,0,W
Brisbane,Hard,32,20160104,,Viktor Troicki,R,193,29.8973306,22,1487,7-6(3) 6-1,3,R32,70,3,2,56,34,28,13,10,1,3,W
Brisbane,Hard,32,20160104,,Grigor Dimitrov,R,188,24.63791923,28,1360,6-3 7-6(10),3,R32,125,8,6,81,46,36,18,11,6,7,W
Brisbane,Hard,32,20160104,,Hyeon Chung,R,,19.62765229,51,817,7-6(8) 6-4,3,R32,102,2,3,73,48,35,14,11,2,4,W
Brisbane,Hard,32,20160104,,Denis Kudla,R,180,23.38124572,69,719,4-6 6-3 6-2,3,R32,103,2,3,73,44,36,19,14,4,5,W
Brisbane,Hard,32,20160104,8,Dominic Thiem,R,,22.33538672,20,1600,3-6 6-4 6-3,3,R32,113,4,2,80,48,35,21,14,2,4,W
Brisbane,Hard,32,20160104,6,David Goffin,R,163,25.07597536,16,1880,6-4 6-4,3,R32,82,3,4,57,30,23,16,10,1,2,W
Brisbane,Hard,32,20160104,,Lucas Pouille,R,,21.86173854,78,672,4-6 6-3 7-5,3,R32,143,17,2,95,64,53,15,16,2,4,W
Brisbane,Hard,32,20160104,,Ivan Dodig,R,183,31.00342231,87,636,6-3 6-2,3,R32,67,11,2,49,30,24,13,9,0,0,W
Brisbane,Hard,32,20160104,7,Bernard Tomic,R,193,23.20328542,18,1675,6-4 6-3,3,R32,69,8,0,59,34,28,14,10,4,5,W
Brisbane,Hard,32,20160104,,Radek Stepanek,R,185,37.10335387,197,252,6-0 6-3,3,R32,67,3,2,48,25,18,16,8,2,2,W
Brisbane,Hard,32,20160104,,Mikhail Kukushkin,R,183,28.02464066,65,762,6-2 7-5,3,R32,84,1,3,67,36,27,20,10,3,3,W
Chennai,Hard,32,20160104,1,Stanislas Wawrinka,R,183,30.770705,4,6865,6-3 7-5,3,F,86,15,3,69,38,34,18,11,5,5,W
Chennai,Hard,32,20160104,1,Stanislas Wawrinka,R,183,30.770705,4,6865,6-3 6-4,3,SF,65,6,1,61,37,26,17,10,1,1,W
Chennai,Hard,32,20160104,8,Borna Coric,R,,19.137577,44,941,7-6(5) 6-7(5) 6-3,3,SF,176,17,1,134,92,66,20,17,8,11,W
Chennai,Hard,32,20160104,1,Stanislas Wawrinka,R,183,30.770705,4,6865,6-4 6-4,3,QF,77,14,0,51,38,31,8,10,0,1,W
Chennai,Hard,32,20160104,3,Benoit Paire,R,196,26.65845311,19,1633,6-4 7-5,3,QF,89,14,5,88,39,28,19,11,6,10,W
Chennai,Hard,32,20160104,8,Borna Coric,R,,19.137577,44,941,3-6 6-4 7-6(1),3,QF,150,9,2,97,60,43,21,15,5,8,W
Chennai,Hard,32,20160104,,Aljaz Bedene,R,181,26.46406571,45,939,6-7(5) 6-4 6-3,3,QF,138,9,2,101,63,50,24,16,3,3,W
Chennai,Hard,32,20160104,1,Stanislas Wawrinka,R,183,30.770705,4,6865,6-3 6-2,3,R16,52,6,1,44,28,23,13,9,0,0,W
Chennai,Hard,32,20160104,5,Guillermo Garcia Lopez,R,188,32.58590007,27,1430,7-6(5) 6-1,3,R16,85,4,4,81,44,34,19,10,9,9,W
Chennai,Hard,32,20160104,3,Benoit Paire,R,196,26.65845311,19,1633,7-5 7-5,3,R16,84,8,3,68,34,29,15,12,5,8,W
Chennai,Hard,32,20160104,,Thomas Fabbiano,R,,26.6091718,157,362,6-4 7-5,3,R16,77,0,2,61,43,31,9,11,1,3,W
Chennai,Hard,32,20160104,8,Borna Coric,R,,19.137577,44,941,6-2 7-5,3,R16,90,3,1,53,30,24,19,10,1,1,W
Chennai,Hard,32,20160104,4,Roberto Bautista Agut,R,,27.72347707,25,1480,6-4 6-1,3,R16,75,1,1,58,34,26,13,9,1,2,W
Chennai,Hard,32,20160104,,Aljaz Bedene,R,181,26.46406571,45,939,5-7 6-3 6-4,3,R16,131,13,2,93,53,44,23,16,6,7,W
Chennai,Hard,32,20160104,,Ramkumar Ramanathan,R,,21.15537303,248,209,3-6 6-4 6-4,3,R16,109,9,2,85,57,43,13,15,0,2,W
Chennai,Hard,32,20160104,,Andrey Rublev,R,,18.20670773,185,270,6-3 3-6 6-3,3,R32,103,0,2,79,48,33,20,14,1,3,W
Chennai,Hard,32,20160104,,Ante Pavic,R,,26.82819986,449,90,3-6 7-5 7-6(1),3,R32,124,12,2,96,54,44,26,16,3,4,W
Chennai,Hard,32,20160104,5,Guillermo Garcia Lopez,R,188,32.58590007,27,1430,4-6 7-5 6-2,3,R32,140,7,1,90,57,44,18,15,7,9,W
Chennai,Hard,32,20160104,,Lukas Rosol,R,196,30.4476386,55,797,6-3 6-4,3,R32,85,10,5,69,37,32,15,10,6,6,W
Chennai,Hard,32,20160104,,Thomas Fabbiano,R,,26.6091718,157,362,1-6 6-3 6-4,3,R32,118,0,3,105,78,45,12,13,10,15,W
Chennai,Hard,32,20160104,6,Gilles Muller,L,193,32.65708419,38,1105,6-7(3) 7-6(4) 6-2,3,R32,135,19,5,98,57,47,28,16,0,0,W
Chennai,Hard,32,20160104,8,Borna Coric,R,,19.137577,44,941,7-6(5) 2-6 6-4,3,R32,151,3,0,92,61,41,19,15,4,7,W
Chennai,Hard,32,20160104,,Austin Krajicek,L,,25.5523614,104,559,6-7(0) 6-4 6-4,3,R32,139,9,2,93,62,45,21,16,3,3,W
Chennai,Hard,32,20160104,,John Millman,R,183,26.55715264,92,611,6-7(5) 6-4 7-6(6),3,R32,158,6,5,102,60,40,24,17,4,9,W
Chennai,Hard,32,20160104,,Aljaz Bedene,R,181,26.46406571,45,939,7-5 7-6(6),3,R32,106,2,3,75,46,36,16,12,0,1,W
Chennai,Hard,32,20160104,,Luca Vanni,R,,30.58453114,106,552,6-4 7-6(5),3,R32,89,11,2,66,37,30,13,11,2,4,W
Chennai,Hard,32,20160104,,Ramkumar Ramanathan,R,,21.15537303,248,209,6-2 6-0,3,R32,60,3,0,35,24,20,8,7,0,0,W
Doha,Hard,32,20160104,1,Novak Djokovic,R,188,28.62149213,1,16585,6-1 6-2,3,F,73,4,1,44,33,26,8,8,1,1,W
Doha,Hard,32,20160104,1,Novak Djokovic,R,188,28.62149213,1,16585,6-3 7-6(3),3,SF,102,4,1,69,45,35,13,11,3,4,W
Doha,Hard,32,20160104,2,Rafael Nadal,L,185,29.58795346,5,5230,6-3 6-4,3,SF,77,6,0,53,37,33,8,10,1,1,W
Doha,Hard,32,20160104,1,Novak Djokovic,R,188,28.62149213,1,16585,6-3 7-5,3,QF,93,2,0,57,38,30,7,10,3,5,W
Doha,Hard,32,20160104,3,Tomas Berdych,R,196,30.29705681,6,4620,6-3 6-2,3,QF,81,7,2,59,30,22,19,9,4,4,W
Doha,Hard,32,20160104,,Illya Marchenko,R,185,28.32306639,94,605,6-3 7-6(3),3,QF,94,4,0,67,36,26,19,11,3,5,W
Doha,Hard,32,20160104,2,Rafael Nadal,L,185,29.58795346,5,5230,6-3 5-7 6-4,3,QF,127,3,0,86,56,36,15,16,0,4,W
Doha,Hard,32,20160104,1,Novak Djokovic,R,188,28.62149213,1,16585,6-2 6-2,3,R16,69,2,2,51,34,26,11,8,2,2,W
Doha,Hard,32,20160104,8,Leonardo Mayer,R,188,28.64065708,35,1150,6-2 6-4,3,R16,71,6,1,48,28,26,10,9,0,0,W
Doha,Hard,32,20160104,3,Tomas Berdych,R,196,30.29705681,6,4620,6-0 6-4,3,R16,65,6,2,47,25,19,9,8,0,2,W
Doha,Hard,32,20160104,,Kyle Edmund,R,,20.98836413,102,568,5-7 6-3 7-6(3),3,R16,145,9,0,102,72,50,15,17,2,6,W
Doha,Hard,32,20160104,7,Jeremy Chardy,R,188,28.89253936,31,1255,6-2 6-4,3,R16,66,12,1,45,32,29,8,9,2,2,W
Doha,Hard,32,20160104,,Illya Marchenko,R,185,28.32306639,94,605,6-4 6-2,3,R16,78,3,1,51,31,25,13,9,0,0,W
Doha,Hard,32,20160104,,Andrey Kuznetsov,R,185,24.86516085,79,663,7-6(6) 6-1,3,R16,85,4,4,72,41,25,17,10,1,4,W
Doha,Hard,32,20160104,2,Rafael Nadal,L,185,29.58795346,5,5230,6-3 6-2,3,R16,65,1,2,53,39,30,9,9,2,2,W
Doha,Hard,32,20160104,1,Novak Djokovic,R,188,28.62149213,1,16585,6-2 6-2,3,R32,51,2,0,40,32,23,7,8,1,2,W
Doha,Hard,32,20160104,,Fernando Verdasco,L,188,32.13689254,49,900,7-6(4) 7-6(4),3,R32,116,12,0,77,56,42,11,12,3,5,W
Doha,Hard,32,20160104,,Pablo Andujar,R,180,29.94661191,64,770,6-4 0-6 6-4,3,R32,119,1,2,84,53,35,14,13,4,8,W
Doha,Hard,32,20160104,8,Leonardo Mayer,R,188,28.64065708,35,1150,6-1 6-2,3,R32,64,3,4,57,36,29,9,8,2,2,W
Doha,Hard,32,20160104,3,Tomas Berdych,R,196,30.29705681,6,4620,7-5 6-4,3,R32,77,3,2,61,30,26,17,11,1,2,W
Doha,Hard,32,20160104,,Damir Dzumhur,R,172,23.62491444,82,649,6-4 6-2,3,R32,61,2,3,49,33,29,8,9,1,1,W
Doha,Hard,32,20160104,,Kyle Edmund,R,,20.98836413,102,568,6-2 6-3,3,R32,70,7,1,49,28,22,11,9,0,1,W
Doha,Hard,32,20160104,,Daniel Munoz De La Nava,L,,33.9301848,75,681,3-6 7-6(4) 7-5,3,R32,145,4,2,102,70,53,19,16,8,9,W
Doha,Hard,32,20160104,7,Jeremy Chardy,R,188,28.89253936,31,1255,6-1 6-1,3,R32,46,3,1,34,21,19,6,7,1,2,W
Doha,Hard,32,20160104,,Paul Henri Mathieu,R,185,33.97672827,95,604,6-3 4-6 7-6(7),3,R32,165,2,7,111,72,52,18,16,5,8,W
Doha,Hard,32,20160104,,Teymuraz Gabashvili,R,188,30.61738535,50,863,4-6 6-4 6-1,3,R32,118,2,3,77,48,36,17,14,5,7,W
Doha,Hard,32,20160104,,Illya Marchenko,R,185,28.32306639,94,605,6-7(8) 6-3 6-2,3,R32,137,4,4,102,61,47,22,15,6,7,W
Doha,Hard,32,20160104,,Ricardas Berankis,R,175,25.53867214,85,641,3-6 6-1 6-4,3,R32,128,2,1,78,50,31,13,13,4,9,W
Doha,Hard,32,20160104,,Andrey Kuznetsov,R,185,24.86516085,79,663,6-2 6-4,3,R32,64,7,2,55,29,25,13,9,1,2,W
Doha,Hard,32,20160104,,Robin Haase,R,190,28.74743326,66,740,5-7 6-1 7-5,3,R32,139,4,1,102,58,38,25,15,10,13,W
Doha,Hard,32,20160104,2,Rafael Nadal,L,185,29.58795346,5,5230,6-7(5) 6-3 6-1,3,R32,120,5,1,80,59,44,13,14,1,2,W
Auckland,Hard,32,20160111,8,Roberto Bautista Agut,R,,27.74264203,25,1480,6-1 1-0 RET,3,F,28,2,2,21,15,14,2,4,0,0,W
Auckland,Hard,32,20160111,,Jack Sock,R,185,23.29637235,26,1465,3-6 6-1 6-2,3,SF,79,13,1,67,34,28,19,12,2,3,W
Auckland,Hard,32,20160111,8,Roberto Bautista Agut,R,,27.74264203,25,1480,3-6 7-6(3) 6-4,3,SF,136,3,5,109,65,49,23,16,4,7,W
Auckland,Hard,32,20160111,1,David Ferrer,R,175,33.77686516,8,4055,6-3 6-4,3,QF,71,5,1,58,37,26,16,9,4,4,W
Auckland,Hard,32,20160111,,Jack Sock,R,185,23.29637235,26,1465,1-6 6-4 6-4,3,QF,98,7,4,76,44,36,18,13,6,8,W
Auckland,Hard,32,20160111,8,Roberto Bautista Agut,R,,27.74264203,25,1480,7-5 2-6 6-3,3,QF,101,4,5,92,56,44,14,15,3,6,W
Auckland,Hard,32,20160111,2,Jo Wilfried Tsonga,R,188,30.73511294,10,2635,7-5 7-6(4),3,QF,102,12,3,75,45,38,17,12,1,1,W
Auckland,Hard,32,20160111,1,David Ferrer,R,175,33.77686516,8,4055,6-2 6-4,3,R16,65,1,0,47,26,23,13,9,0,0,W
Auckland,Hard,32,20160111,,Lukas Rosol,R,196,30.46680356,54,802,6-4 7-6(5),3,R16,79,2,2,72,39,29,20,11,2,3,W
Auckland,Hard,32,20160111,4,Kevin Anderson,R,203,29.65092402,12,2475,7-6(8) 7-6(5),3,R16,106,8,3,85,45,35,22,12,2,3,W
Auckland,Hard,32,20160111,,Jack Sock,R,185,23.29637235,26,1465,6-2 6-4,3,R16,75,8,3,51,27,25,13,9,1,1,W
Auckland,Hard,32,20160111,8,Roberto Bautista Agut,R,,27.74264203,25,1480,6-4 7-6(3),3,R16,86,8,2,73,51,38,15,11,2,2,W
Auckland,Hard,32,20160111,3,John Isner,R,206,30.71047228,11,2495,7-6(8) 6-7(4) 6-4,3,R16,133,31,4,108,81,68,15,17,1,1,W
Auckland,Hard,32,20160111,6,Fabio Fognini,R,178,28.63518138,21,1515,6-1 6-1,3,R16,47,2,1,38,23,20,8,7,0,0,W
Auckland,Hard,32,20160111,2,Jo Wilfried Tsonga,R,188,30.73511294,10,2635,6-3 6-4,3,R16,66,4,1,56,41,31,11,10,2,2,W
Auckland,Hard,32,20160111,,Matthew Barton,R,,24.06570842,299,167,6-3 3-6 6-3,3,R32,98,13,1,91,55,46,15,14,5,6,W
Auckland,Hard,32,20160111,,Lukas Rosol,R,196,30.46680356,54,802,7-6(5) 6-4,3,R32,91,10,2,75,46,34,19,11,5,6,W
Auckland,Hard,32,20160111,5,Benoit Paire,R,196,26.67761807,18,1703,6-4 7-6(4),3,R32,86,11,6,93,42,35,27,11,5,5,W
Auckland,Hard,32,20160111,,Robin Haase,R,190,28.76659822,64,750,6-4 6-1,3,R32,67,4,2,62,39,33,10,9,6,6,W
Auckland,Hard,32,20160111,,Jack Sock,R,185,23.29637235,26,1465,6-0 6-4,3,R32,49,8,2,43,22,20,14,8,0,0,W
Auckland,Hard,32,20160111,,Vasek Pospisil,R,193,25.5523614,39,1075,7-6(4) 7-5,3,R32,87,12,0,65,48,38,14,12,0,0,W
Auckland,Hard,32,20160111,8,Roberto Bautista Agut,R,,27.74264203,25,1480,6-3 7-5,3,R32,76,5,0,67,40,30,17,11,4,5,W
Auckland,Hard,32,20160111,,Donald Young,L,183,26.46954141,46,907,6-2 6-3,3,R32,66,5,3,60,33,21,15,9,4,6,W
Auckland,Hard,32,20160111,,Sam Querrey,R,198,28.26283368,60,785,6-7(5) 7-6(10) 2-1 RET,3,R32,115,22,3,91,53,49,18,14,1,2,W
Auckland,Hard,32,20160111,6,Fabio Fognini,R,178,28.63518138,21,1515,6-4 2-6 7-6(3),3,R32,115,5,8,110,56,38,20,15,6,13,W
Auckland,Hard,32,20160111,,Thiemo De Bakker,R,193,27.3100616,100,582,6-3 6-4,3,R32,66,6,0,45,30,29,11,10,0,0,W
Auckland,Hard,32,20160111,,Philipp Kohlschreiber,R,178,32.23819302,34,1185,7-6(8) 6-3,3,R32,84,4,5,72,38,32,20,11,2,2,W
Sydney,Hard,32,20160111,3,Viktor Troicki,R,193,29.91649555,22,1487,2-6 6-1 7-6(7),3,F,136,9,0,109,67,47,17,14,11,15,W
Sydney,Hard,32,20160111,3,Viktor Troicki,R,193,29.91649555,22,1487,3-6 6-4 6-4,3,SF,124,11,0,89,59,40,16,15,2,7,W
Sydney,Hard,32,20160111,4,Grigor Dimitrov,R,188,24.65708419,28,1315,6-2 7-6(4),3,SF,105,7,0,62,43,35,14,10,3,3,W
Sydney,Hard,32,20160111,,Teymuraz Gabashvili,R,188,30.63655031,50,863,6-3 3-0 RET,3,QF,49,4,2,41,19,16,11,6,1,1,W
Sydney,Hard,32,20160111,3,Viktor Troicki,R,193,29.91649555,22,1487,4-6 6-3 6-3,3,QF,105,6,3,80,53,37,17,14,3,5,W
Sydney,Hard,32,20160111,4,Grigor Dimitrov,R,188,24.65708419,28,1315,4-6 6-3 6-4,3,QF,134,10,3,92,60,47,17,15,4,6,W
Sydney,Hard,32,20160111,,Gilles Muller,L,193,32.67624914,38,1105,7-6(5) 6-3,3,QF,1146,14,5,59,35,32,13,10,0,0,W
Sydney,Hard,32,20160111,1,Bernard Tomic,R,193,23.22245038,17,1720,6-2 6-2,3,R16,49,6,0,39,25,23,9,8,0,0,W
Sydney,Hard,32,20160111,,Teymuraz Gabashvili,R,188,30.63655031,50,863,6-3 6-3,3,R16,75,4,0,55,35,28,12,9,3,3,W
Sydney,Hard,32,20160111,3,Viktor Troicki,R,193,29.91649555,22,1487,6-1 6-4,3,R16,61,8,4,46,26,24,11,9,2,3,W
Sydney,Hard,32,20160111,,Nicolas Mahut,R,190,33.97125257,71,710,6-3 1-6 6-3,3,R16,89,7,1,65,34,27,13,13,3,7,W
Sydney,Hard,32,20160111,8,Alexandr Dolgopolov,R,180,27.17590691,36,1135,7-6(6) 6-2,3,R16,78,10,1,59,38,32,11,10,2,3,W
Sydney,Hard,32,20160111,4,Grigor Dimitrov,R,188,24.65708419,28,1315,7-6(2) 6-4,3,R16,97,6,4,70,38,31,20,11,3,3,W
Sydney,Hard,32,20160111,6,Jeremy Chardy,R,188,28.91170431,31,1255,7-6(5) 6-4,3,R16,93,8,5,77,52,38,14,11,5,6,W
Sydney,Hard,32,20160111,,Gilles Muller,L,193,32.67624914,38,1105,7-6(2) 2-2 RET,3,R16,58,5,1,49,32,27,10,8,1,2,W
Sydney,Hard,32,20160111,,Jordan Thompson,R,,21.72758385,149,402,6-2 4-0 RET,3,R32,57,5,1,32,18,15,9,6,0,0,W
Sydney,Hard,32,20160111,,Federico Delbonis,L,190,25.26762491,52,815,7-6(4) 7-6(5),3,R32,102,5,2,74,40,30,23,12,1,3,W
Sydney,Hard,32,20160111,,Teymuraz Gabashvili,R,188,30.63655031,50,863,6-4 6-3,3,R32,92,5,6,57,33,26,8,9,3,5,W
Sydney,Hard,32,20160111,,Tommy Robredo,R,180,33.69746749,43,1000,7-6(3) 6-3,3,R32,95,6,1,78,54,38,13,11,5,7,W
Sydney,Hard,32,20160111,,Nicolas Mahut,R,190,33.97125257,71,710,6-4 7-5,3,R32,98,4,1,63,41,26,11,11,5,8,W
Sydney,Hard,32,20160111,5,Andreas Seppi,R,190,31.88774812,29,1270,6-4 4-6 6-2,3,R32,102,3,3,76,41,32,15,14,0,3,W
Sydney,Hard,32,20160111,8,Alexandr Dolgopolov,R,180,27.17590691,36,1135,6-1 6-4,3,R32,66,7,0,48,32,27,10,9,1,1,W
Sydney,Hard,32,20160111,,Alexander Sarkissian,R,,25.77412731,195,260,6-2 7-6(5),3,R32,94,8,1,62,29,22,23,10,2,3,W
Sydney,Hard,32,20160111,,Pablo Cuevas,R,180,30.02600958,41,1065,6-4 6-4,3,R32,70,9,4,60,32,28,16,10,6,6,W
Sydney,Hard,32,20160111,6,Jeremy Chardy,R,188,28.91170431,31,1255,6-2 6-3,3,R32,63,11,1,49,27,22,12,9,0,1,W
Sydney,Hard,32,20160111,,James Duckworth,R,183,23.97262149,134,447,6-3 6-2,3,R32,70,3,2,72,37,30,18,9,6,6,W
Sydney,Hard,32,20160111,,Gilles Muller,L,193,32.67624914,38,1105,6-1 6-4,3,R32,57,12,0,49,30,28,9,9,0,0,W
Australian Open,Hard,128,20160118,1,Novak Djokovic,R,188,28.65982204,1,16790,6-3 6-2 6-4,5,R128,115,10,3,68,45,40,13,14,0,1,W
Australian Open,Hard,128,20160118,,Quentin Halys,R,,19.22792608,187,274,6-4 6-7 6-4 7-5,5,R128,201,13,10,150,89,63,30,23,8,12,W
Australian Open,Hard,128,20160118,,Denis Kudla,R,180,23.41957563,69,727,6-2 6-1,5,R128,54,10,1,45,29,23,11,8,1,1,W
Australian Open,Hard,128,20160118,28,Andreas Seppi,R,190,31.90691307,29,1290,3-6 7-6 6-4 7-6,5,R128,220,12,5,152,76,57,42,23,3,6,W
Australian Open,Hard,128,20160118,,Federico Delbonis,L,190,25.28678987,53,815,7-6 6-4 2-1,5,R128,103,10,5,76,43,40,20,13,3,3,W
Australian Open,Hard,128,20160118,,Renzo Olivo,R,,23.84394251,174,296,7-6 2-6 1-6 6-4 6-4,5,R128,207,13,8,160,110,75,21,24,8,14,W
Australian Open,Hard,128,20160118,,Evgeny Donskoy,R,185,25.69472964,91,620,6-4 3-6 6-1 6-4,5,R128,144,13,4,116,72,56,25,18,11,12,W
Australian Open,Hard,128,20160118,14,Gilles Simon,R,183,31.05817933,15,2145,6-7 6-3 6-2 6-4,5,R128,167,2,4,116,79,65,22,20,1,1,W
Australian Open,Hard,128,20160118,9,Jo Wilfried Tsonga,R,188,30.75427789,10,2725,6-4 4-6 6-4 6-2,5,R128,146,13,3,110,72,55,22,19,1,2,W
Australian Open,Hard,128,20160118,,Omar Jasika,L,,18.66940452,310,159,6-4 3-6 6-0 6-4,5,R128,154,5,3,115,78,53,19,18,5,8,W
Australian Open,Hard,128,20160118,,Pierre Hugues Herbert,R,,24.83778234,167,313,5-7 6-4 7-6 6-2,5,R128,189,17,10,153,81,62,34,22,6,9,W
Australian Open,Hard,128,20160118,,Noah Rubin,R,,19.90691307,328,146,7-6 7-6 7-6,5,R128,151,5,3,131,82,56,32,20,10,13,W
Australian Open,Hard,128,20160118,26,Guillermo Garcia Lopez,R,188,32.62422998,27,1430,6-4 6-4 6-4,5,R128,129,10,5,94,49,40,25,15,3,4,W
Australian Open,Hard,128,20160118,,Daniel Brands,R,196,28.5065024,151,393,6-4 7-6 4-6 6-1,5,R128,144,17,3,107,72,57,23,20,1,4,W
Australian Open,Hard,128,20160118,,Austin Krajicek,L,,25.59069131,103,571,6-4 6-1 6-3,5,R128,91,13,4,70,43,36,15,13,2,3,W
Australian Open,Hard,128,20160118,7,Kei Nishikori,R,178,26.05338809,7,4235,6-4 6-3 6-3,5,R128,115,5,3,77,46,38,20,14,0,0,W
Australian Open,Hard,128,20160118,3,Roger Federer,R,185,34.44490075,3,8165,6-2 6-1 6-2,5,R128,72,6,3,56,36,33,9,12,0,1,W
Australian Open,Hard,128,20160118,,Alexandr Dolgopolov,R,180,27.19507187,35,1160,6-1 3-6 6-4 6-2,5,R128,128,10,8,110,60,49,22,17,6,9,W
Australian Open,Hard,128,20160118,,Marco Trungelliti,R,,25.96303901,210,244,6-4 7-6 7-5,5,R128,139,4,1,100,65,50,19,18,2,4,W
Australian Open,Hard,128,20160118,27,Grigor Dimitrov,R,188,24.67624914,28,1420,6-3 7-6 6-3,5,R128,145,12,1,109,73,56,17,16,3,5,W
Australian Open,Hard,128,20160118,19,Dominic Thiem,R,,22.37371663,20,1645,6-2 7-6 4-6 7-6,5,R128,186,7,4,119,88,69,18,22,3,6,W
Australian Open,Hard,128,20160118,,Nicolas Almagro,R,183,30.40930869,73,694,6-3 6-7 6-3 7-6,5,R128,173,38,5,134,73,64,37,22,4,4,W
Australian Open,Hard,128,20160118,,Damir Dzumhur,R,172,23.66324435,81,661,1-6 7-6 4-6 6-3 6-1,5,R128,192,13,10,170,124,81,24,23,8,14,W
Australian Open,Hard,128,20160118,15,David Goffin,R,163,25.11430527,16,1835,3-6 6-3 6-4 6-4,5,R128,156,3,5,115,74,54,18,19,5,10,W
Australian Open,Hard,128,20160118,12,Marin Cilic,R,198,27.3045859,13,2405,6-7 7-5 6-2 6-4,5,R128,173,19,1,117,58,49,39,22,4,5,W
Australian Open,Hard,128,20160118,,Albert Ramos,L,188,28.00273785,61,773,6-2 6-2 6-3,5,R128,104,4,1,76,50,38,16,13,7,7,W
Australian Open,Hard,128,20160118,,Dusan Lajovic,R,180,25.5523614,77,678,6-7 4-6 6-4 6-2,5,R128,136,17,6,118,73,58,26,21,3,5,W
Australian Open,Hard,128,20160118,24,Roberto Bautista Agut,R,,27.76180698,21,1640,6-2 6-3 4-6 2-6 6-2,5,R128,196,4,2,137,99,66,18,22,9,14,W
Australian Open,Hard,128,20160118,29,Nick Kyrgios,R,,20.72826831,30,1260,6-2 7-5 6-2,5,R128,91,16,0,70,50,37,17,14,0,1,W
Australian Open,Hard,128,20160118,,Pablo Cuevas,R,180,30.04517454,41,1065,7-6 6-1 6-4,5,R128,121,13,5,96,56,45,20,15,7,9,W
Australian Open,Hard,128,20160118,,Mirza Basic,R,,24.52019165,138,432,7-6 6-4 6-4,5,R128,131,8,2,124,76,48,33,17,11,12,W
Australian Open,Hard,128,20160118,6,Tomas Berdych,R,196,30.33538672,6,4560,7-5 6-1 6-2,5,R128,105,13,1,77,39,35,21,14,2,3,W
Australian Open,Hard,128,20160118,,Fernando Verdasco,L,188,32.17522245,45,900,7-6 4-6 3-6 7-6 6-2,5,R128,281,20,10,192,118,85,33,27,10,16,W
Australian Open,Hard,128,20160118,,Dudi Sela,R,175,30.78986995,87,633,6-1 6-3 2-6 6-2,5,R128,121,6,1,95,60,43,18,16,4,8,W
Australian Open,Hard,128,20160118,,Andrey Kuznetsov,R,185,24.90349076,74,693,7-5 6-4 6-4,5,R128,117,4,3,88,48,38,24,16,5,7,W
Australian Open,Hard,128,20160118,30,Jeremy Chardy,R,188,28.93086927,31,1255,7-5 2-6 6-7 6-3 13-11,5,R128,283,24,21,195,115,96,31,33,12,17,W
Australian Open,Hard,128,20160118,23,Gael Monfils,R,193,29.3798768,25,1485,6-1 6-3 6-2,5,R128,83,12,3,60,42,35,13,12,0,0,W
